(201, 1250)
(202, 1218)
(203, 1249)
(204, 1236)
(205, 1250)
(206, 1270)
(207, 1281)
(208, 1305)
(209, 1313)
(210, 1320)
(211, 1349)
(212, 1367)
(213, 1374)
(214, 1390)
(215, 1387)
(216, 1401)
(217, 1421)
(218, 1434)
(219, 1468)
(220, 1478)
(221, 1546)
(222, 1609)
(223, 1640)
(224, 1604)
(225, 1624)
(226, 1644)
(227, 1691)
(228, 1734)
(229, 1703)
(230, 1704)
(231, 1747)
(232, 1725)
(233, 1865)
(234, 1782)
(235, 1851)
(236, 1849)
(237, 1876)
(238, 1902)
(239, 1878)
(240, 1906)
(241, 1906)
(242, 1968)
(243, 2059)
(244, 1882)
(245, 1875)
(246, 1907)
(247, 1937)
(248, 1940)
(249, 1951)
(250, 1977)
(251, 1998)
(252, 2011)
(253, 2026)
(254, 2062)
(255, 2078)
(256, 2080)
(257, 2109)
(258, 2124)
(259, 2155)
(260, 2153)
(261, 2190)
(262, 2201)
(263, 2234)
(264, 2235)
(265, 2243)
(266, 2287)
(267, 2297)
(268, 2310)
(269, 2328)
(270, 2343)
(271, 2381)
(272, 2406)
(273, 2409)
(274, 2422)
(275, 2455)
(276, 2468)
(277, 2499)
(278, 2526)
(279, 2531)
(280, 2551)
(281, 2563)
(282, 2593)
(283, 2624)
(284, 2638)
(285, 2646)
(286, 2675)
(287, 2705)
(288, 2722)
(289, 2732)
(290, 2761)
(291, 2788)
(292, 2811)
(293, 2834)
(294, 2860)
(295, 2862)
(296, 2890)
(297, 2925)
(298, 2942)
(299, 2968)
(300, 2987)
